,Name,Grade,Moves,Holdsets,Id
368,ACG45,6C+,"[{'Id': 1528287, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1528288, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1528289, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1528290, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1528291, 'Description': 'F13', 'IsStart': False, 'IsEnd': False}, {'Id': 1528292, 'Description': 'J13', 'IsStart': False, 'IsEnd': False}, {'Id': 1528293, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1528294, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",41312
369,ATTREZZO DI TORTURA,6C+,"[{'Id': 1844755, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1844756, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1844757, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1844758, 'Description': 'E11', 'IsStart': False, 'IsEnd': False}, {'Id': 1844759, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1844760, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1844761, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1844762, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1844763, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",49031
370,BALL-O-FUN,6C+,"[{'Id': 1525736, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1525737, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1525738, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1525739, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1525740, 'Description': 'E11', 'IsStart': False, 'IsEnd': False}, {'Id': 1525741, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1525742, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1525743, 'Description': 'J16', 'IsStart': False, 'IsEnd': False}, {'Id': 1525744, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",34387
371,BETWEEN THE ****S,6C+,"[{'Id': 1532533, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1532534, 'Description': 'G6', 'IsStart': False, 'IsEnd': False}, {'Id': 1532535, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1532536, 'Description': 'C11', 'IsStart': False, 'IsEnd': False}, {'Id': 1532537, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1532538, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1532539, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1532540, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1532541, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",53436
372,BINGO WAS HIS NAME,6C+,"[{'Id': 1569258, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1569259, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1569260, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1569261, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1569262, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1569263, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",166287
373,BOULDERGURU.DE,6C+,"[{'Id': 1538566, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1538567, 'Description': 'E6', 'IsStart': False, 'IsEnd': False}, {'Id': 1538568, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1538569, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1538570, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1538571, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1538572, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",71109
374,CHILLIN WITH TJ,6C+,"[{'Id': 1586301, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1586302, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1586303, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1586304, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1586305, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1586306, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1586307, 'Description': 'K14', 'IsStart': False, 'IsEnd': False}, {'Id': 1586308, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1586309, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",212142
375,COBIA,6C+,"[{'Id': 1527523, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1527524, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1527525, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1527526, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1527527, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1527528, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1527529, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",39071
376,DANIELSAN,6C+,"[{'Id': 1718086, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1718087, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1718088, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718089, 'Description': 'J16', 'IsStart': False, 'IsEnd': False}, {'Id': 1718090, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1718091, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1718092, 'Description': 'K11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",199740
377,DEUK5,6C+,"[{'Id': 1864930, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864931, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1864932, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1864933, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1864934, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1864935, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",69372
378,DRIVEWAY,6C+,"[{'Id': 1561421, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1561422, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1561423, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1561424, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1561425, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1561426, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1561427, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",144021
379,ENTER SANDBAG,6C+,"[{'Id': 1531441, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1531442, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1531443, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1531444, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}, {'Id': 1531445, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1531446, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1531447, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",50367
380,FLAPODROM,6C+,"[{'Id': 1525138, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1525139, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1525140, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1525141, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1525142, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1525143, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",32430
381,FROGLEG,6C+,"[{'Id': 1536949, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1536950, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1536951, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1536952, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1536953, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1536954, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1536955, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",66446
382,GESIER,6C+,"[{'Id': 1721130, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1721131, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1721132, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1721133, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1721134, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1721135, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1721136, 'Description': 'I7', 'IsStart': False, 'IsEnd': False}, {'Id': 1721137, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",55417
383,GESIER-RIGHT HAND,6C+,"[{'Id': 1709872, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1709873, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1709874, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1709875, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1709876, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1709877, 'Description': 'I7', 'IsStart': False, 'IsEnd': False}, {'Id': 1709878, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1709879, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",85826
384,HALF MOON VAR,6C+,"[{'Id': 1523657, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523658, 'Description': 'J7', 'IsStart': False, 'IsEnd': False}, {'Id': 1523659, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1523660, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1523661, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1523662, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",28514
385,HEMATOMA,6C+,"[{'Id': 1879500, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1879501, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1879502, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1879503, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1879504, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",20038
386,HER COMES THE KING,6C+,"[{'Id': 1697862, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}, {'Id': 1697863, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697864, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1697865, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1697866, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697867, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1697868, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",55506
387,HOCUS POCUS,6C+,"[{'Id': 1844828, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1844829, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1844830, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1844831, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1844832, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1844833, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",23261
388,HOP SCOTCH,6C+,"[{'Id': 1864936, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864937, 'Description': 'G12', 'IsStart': False, 'IsEnd': False}, {'Id': 1864938, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1864939, 'Description': 'I16', 'IsStart': False, 'IsEnd': False}, {'Id': 1864940, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1864941, 'Description': 'K9', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",39700
389,I LOVE ROCK AND ROLL,6C+,"[{'Id': 1667154, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1667155, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1667156, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1667157, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1667158, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1667159, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1667160, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",77088
390,JELLY BELLY,6C+,"[{'Id': 1667117, 'Description': 'B15', 'IsStart': False, 'IsEnd': False}, {'Id': 1667118, 'Description': 'B11', 'IsStart': False, 'IsEnd': False}, {'Id': 1667119, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1667120, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1667121, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1667122, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1667123, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25577
391,LA PASSE DU MOINEAU,6C+,"[{'Id': 1575138, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1575139, 'Description': 'B8', 'IsStart': False, 'IsEnd': False}, {'Id': 1575140, 'Description': 'C10', 'IsStart': False, 'IsEnd': False}, {'Id': 1575141, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1575142, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1575143, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",181440
392,LEAN BACK,6C+,"[{'Id': 1615866, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1615867, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1615868, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1615869, 'Description': 'F11', 'IsStart': False, 'IsEnd': False}, {'Id': 1615870, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1615871, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1615872, 'Description': 'D16', 'IsStart': False, 'IsEnd': False}, {'Id': 1615873, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",295302
393,LEAP CREEP,6C+,"[{'Id': 1697843, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697844, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1697845, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1697846, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1697847, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1697848, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",26693
394,LEFT JAB,6C+,"[{'Id': 1535997, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1535998, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1535999, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1536000, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1536001, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 1536002, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1536003, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",63371
395,NIMBLE NIMROD,6C+,"[{'Id': 1525882, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1525883, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1525884, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1525885, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1525886, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1525887, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",34688
396,OLD YELLER,6C+,"[{'Id': 1857999, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1858000, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1858001, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1858002, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1858003, 'Description': 'I12', 'IsStart': False, 'IsEnd': False}, {'Id': 1858004, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",40879
397,ONE SUMMER EASY,6C+,"[{'Id': 1526712, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1526713, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1526714, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1526715, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1526716, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1526717, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1526718, 'Description': 'H16', 'IsStart': False, 'IsEnd': False}, {'Id': 1526719, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",37091
398,PETITIONING THE EMPTY SKY,6C+,"[{'Id': 1540610, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1540611, 'Description': 'H5', 'IsStart': True, 'IsEnd': False}, {'Id': 1540612, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1540613, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1540614, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1540615, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",76503
399,PHO MAI,6C+,"[{'Id': 1555464, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1555465, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1555466, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1555467, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1555468, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1555469, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1555470, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",125109
400,PINCH ROAD,6C+,"[{'Id': 1630117, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1630118, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1630119, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1630120, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1630121, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1630122, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1630123, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 1630124, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",306660
401,PIXEL BRICKS,6C+,"[{'Id': 1880123, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1880124, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1880125, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1880126, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1880127, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1880128, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",337509
402,PORELLAGGINE,6C+,"[{'Id': 1523044, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1523045, 'Description': 'D9', 'IsStart': False, 'IsEnd': False}, {'Id': 1523046, 'Description': 'D12', 'IsStart': False, 'IsEnd': False}, {'Id': 1523047, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1523048, 'Description': 'G15', 'IsStart': False, 'IsEnd': False}, {'Id': 1523049, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",26853
403,POSSIBLE,6C+,"[{'Id': 1528308, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1528309, 'Description': 'G6', 'IsStart': True, 'IsEnd': False}, {'Id': 1528310, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1528311, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1528312, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1528313, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1528314, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",41339
