,Name,Grade,Moves,Holdsets,Id
0,BLACK BEAUTY,8B,"[{'Id': 1542554, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}, {'Id': 1542555, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1542556, 'Description': 'E14', 'IsStart': False, 'IsEnd': False}, {'Id': 1542557, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",82224
1,PROJECT 2,8A+,"[{'Id': 1535606, 'Description': 'K6', 'IsStart': True, 'IsEnd': False}, {'Id': 1535607, 'Description': 'K7', 'IsStart': False, 'IsEnd': False}, {'Id': 1535608, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1535609, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1535610, 'Description': 'A16', 'IsStart': False, 'IsEnd': False}, {'Id': 1535611, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",62575
2,SHATTERED MERCY,8A+,"[{'Id': 1596473, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1596474, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1596475, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1596476, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1596477, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}, {'Id': 1596478, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1596479, 'Description': 'H15', 'IsStart': False, 'IsEnd': False}, {'Id': 1596480, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",241045
3,ATTIC ADDICT,8A,"[{'Id': 1986894, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1986895, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1986896, 'Description': 'J6', 'IsStart': False, 'IsEnd': False}, {'Id': 1986897, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}, {'Id': 1986898, 'Description': 'J12', 'IsStart': False, 'IsEnd': False}, {'Id': 1986899, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1986900, 'Description': 'F16', 'IsStart': False, 'IsEnd': False}, {'Id': 1986901, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",350783
4,BUNNY,8A,"[{'Id': 1521147, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1521148, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1521149, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1521150, 'Description': 'K8', 'IsStart': False, 'IsEnd': False}, {'Id': 1521151, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}, {'Id': 1521152, 'Description': 'K13', 'IsStart': False, 'IsEnd': False}, {'Id': 1521153, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1521154, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",23184
5,DANK ENERGY,8A,"[{'Id': 1656077, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1656078, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1656079, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1656080, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1656081, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1656082, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",309814
6,GNIBMILC,8A,"[{'Id': 2148348, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 2148349, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 2148350, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 2148351, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 2148352, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 2148353, 'Description': 'A16', 'IsStart': False, 'IsEnd': False}, {'Id': 2148354, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 2148355, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",371579
7,I BURNT OFF MEGOS,8A,"[{'Id': 1844685, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1844686, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1844687, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1844688, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1844689, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",62560
8,KAWASCHUWU,8A,"[{'Id': 1857955, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1857956, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1857957, 'Description': 'F6', 'IsStart': False, 'IsEnd': False}, {'Id': 1857958, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1857959, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1857960, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}, {'Id': 1857961, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",62275
9,ONE MOVE WONDER,8A,"[{'Id': 1524277, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1524278, 'Description': 'F6', 'IsStart': True, 'IsEnd': False}, {'Id': 1524279, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1524280, 'Description': 'H15', 'IsStart': False, 'IsEnd': False}, {'Id': 1524281, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",30609
10,SNAKE AND EAGLE,8A,"[{'Id': 1861589, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1861590, 'Description': 'H15', 'IsStart': False, 'IsEnd': False}, {'Id': 1861591, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 1861592, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1861593, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",335177
11,THE PROJ,8A,"[{'Id': 1842497, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1842498, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1842499, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1842500, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1842501, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}, {'Id': 1842502, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",30612
12,THIS IS PROB HARDER 8A,8A,"[{'Id': 1857950, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1857951, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1857952, 'Description': 'H8', 'IsStart': False, 'IsEnd': False}, {'Id': 1857953, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1857954, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",150763
13,URALMASH,8A,"[{'Id': 1578520, 'Description': 'K6', 'IsStart': True, 'IsEnd': False}, {'Id': 1578521, 'Description': 'I8', 'IsStart': False, 'IsEnd': False}, {'Id': 1578522, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1578523, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1578524, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",190466
14,ACTION DIRECTE,7C+,"[{'Id': 1621967, 'Description': 'A15', 'IsStart': False, 'IsEnd': False}, {'Id': 1621968, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621969, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621970, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1621971, 'Description': 'I4', 'IsStart': True, 'IsEnd': False}, {'Id': 1621972, 'Description': 'I6', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",44178
15,BACCATESTABANANA,7C+,"[{'Id': 1855516, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1855517, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1855518, 'Description': 'E7', 'IsStart': False, 'IsEnd': False}, {'Id': 1855519, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}, {'Id': 1855520, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",44578
16,BAD MOONBOARD RISING,7C+,"[{'Id': 1855510, 'Description': 'B12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855511, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1855512, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1855513, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1855514, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1855515, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",281994
17,BICEPS,7C+,"[{'Id': 1545381, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1545382, 'Description': 'F7', 'IsStart': False, 'IsEnd': False}, {'Id': 1545383, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545384, 'Description': 'A12', 'IsStart': False, 'IsEnd': False}, {'Id': 1545385, 'Description': 'D17', 'IsStart': False, 'IsEnd': False}, {'Id': 1545386, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",91747
18,BIG CROSS,7C+,"[{'Id': 1555925, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1555926, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1555927, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555928, 'Description': 'K12', 'IsStart': False, 'IsEnd': False}, {'Id': 1555929, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1555930, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",126612
19,BIRD CRIMPS 1,7C+,"[{'Id': 1551206, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1551207, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1551208, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1551209, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1551210, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",111232
20,BLACK CAT'S,7C+,"[{'Id': 1520122, 'Description': 'C5', 'IsStart': True, 'IsEnd': False}, {'Id': 1520123, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1520124, 'Description': 'D11', 'IsStart': False, 'IsEnd': False}, {'Id': 1520125, 'Description': 'J12', 'IsStart': False, 'IsEnd': False}, {'Id': 1520126, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1520127, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21494
21,BOO,7C+,"[{'Id': 1522623, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1522624, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1522625, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 1522626, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1522627, 'Description': 'D7', 'IsStart': False, 'IsEnd': False}, {'Id': 1522628, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1522629, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",25904
22,CHOSSY MOONBOARD,7C+,"[{'Id': 1758502, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1758503, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1758504, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1758505, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1758506, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",322352
23,FIGHT OR FLIGHT,7C+,"[{'Id': 1621962, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621963, 'Description': 'B9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621964, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1621965, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1621966, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",53487
24,FORCE OF WILL,7C+,"[{'Id': 1545966, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1545967, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1545968, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1545969, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1545970, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1545971, 'Description': 'K5', 'IsStart': False, 'IsEnd': False}, {'Id': 1545972, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",93258
25,"HOLD UP, HOLD MY PHONE",7C+,"[{'Id': 1622595, 'Description': 'B18', 'IsStart': False, 'IsEnd': True}, {'Id': 1622596, 'Description': 'B13', 'IsStart': False, 'IsEnd': False}, {'Id': 1622597, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1622598, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1622599, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",249317
26,IMPLANTED KID,7C+,"[{'Id': 2621130, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 2621131, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 2621132, 'Description': 'C11', 'IsStart': False, 'IsEnd': False}, {'Id': 2621133, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 2621134, 'Description': 'I13', 'IsStart': False, 'IsEnd': False}, {'Id': 2621135, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}, {'Id': 2621136, 'Description': 'K10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",430586
27,JERBEAR SNARE,7C+,"[{'Id': 1621941, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621942, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621943, 'Description': 'D8', 'IsStart': False, 'IsEnd': False}, {'Id': 1621944, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",176230
28,JUST TRAINING,7C+,"[{'Id': 1879483, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1879484, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1879485, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1879486, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1879487, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1879488, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}]",189344
29,MAD ABOUT YOUâ¤ï¸,7C+,"[{'Id': 1621978, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621979, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1621980, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1621981, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1621982, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",126731
30,MOON CHALLENGE,7C+,"[{'Id': 2548629, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 2548630, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 2548631, 'Description': 'K8', 'IsStart': False, 'IsEnd': False}, {'Id': 2548632, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 2548633, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 2548634, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 2548635, 'Description': 'B16', 'IsStart': False, 'IsEnd': False}, {'Id': 2548636, 'Description': 'H18', 'IsStart': False, 'IsEnd': True}, {'Id': 2548637, 'Description': 'B10', 'IsStart': False, 'IsEnd': False}, {'Id': 2548638, 'Description': 'A9', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",421406
31,NECTAR OF THE TODDS,7C+,"[{'Id': 1518631, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1518632, 'Description': 'H9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518633, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 1518634, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 1518635, 'Description': 'J14', 'IsStart': False, 'IsEnd': False}, {'Id': 1518636, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 1518637, 'Description': 'H7', 'IsStart': False, 'IsEnd': False}, {'Id': 1518638, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",19782
32,ODENS,7C+,"[{'Id': 2144789, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 2144790, 'Description': 'I6', 'IsStart': True, 'IsEnd': False}, {'Id': 2144791, 'Description': 'C9', 'IsStart': False, 'IsEnd': False}, {'Id': 2144792, 'Description': 'D13', 'IsStart': False, 'IsEnd': False}, {'Id': 2144793, 'Description': 'A16', 'IsStart': False, 'IsEnd': False}, {'Id': 2144794, 'Description': 'G17', 'IsStart': False, 'IsEnd': False}, {'Id': 2144795, 'Description': 'G16', 'IsStart': False, 'IsEnd': False}, {'Id': 2144796, 'Description': 'K18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",371138
33,PICCOLE RIGHE,7C+,"[{'Id': 1635053, 'Description': 'B6', 'IsStart': True, 'IsEnd': False}, {'Id': 1635054, 'Description': 'D5', 'IsStart': True, 'IsEnd': False}, {'Id': 1635055, 'Description': 'E9', 'IsStart': False, 'IsEnd': False}, {'Id': 1635056, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1635057, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1635058, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1635059, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1635060, 'Description': 'K7', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",23601
34,PLEVEN STYLE DG,7C+,"[{'Id': 1853262, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}, {'Id': 1853263, 'Description': 'B15', 'IsStart': False, 'IsEnd': False}, {'Id': 1853264, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1853265, 'Description': 'H14', 'IsStart': False, 'IsEnd': False}, {'Id': 1853266, 'Description': 'I9', 'IsStart': False, 'IsEnd': False}, {'Id': 1853267, 'Description': 'J10', 'IsStart': False, 'IsEnd': False}, {'Id': 1853268, 'Description': 'J5', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21258
35,POWERSLAVE TRAINER,7C+,"[{'Id': 1827377, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1827378, 'Description': 'D3', 'IsStart': True, 'IsEnd': False}, {'Id': 1827379, 'Description': 'G11', 'IsStart': False, 'IsEnd': False}, {'Id': 1827380, 'Description': 'I4', 'IsStart': False, 'IsEnd': False}, {'Id': 1827381, 'Description': 'B7', 'IsStart': False, 'IsEnd': False}, {'Id': 1827382, 'Description': 'G7', 'IsStart': False, 'IsEnd': False}, {'Id': 1827383, 'Description': 'A10', 'IsStart': False, 'IsEnd': False}, {'Id': 1827384, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1827385, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",331011
36,STAYIN BUCK,7C+,"[{'Id': 1849268, 'Description': 'J2', 'IsStart': True, 'IsEnd': False}, {'Id': 1849269, 'Description': 'F8', 'IsStart': False, 'IsEnd': False}, {'Id': 1849270, 'Description': 'F10', 'IsStart': False, 'IsEnd': False}, {'Id': 1849271, 'Description': 'C15', 'IsStart': False, 'IsEnd': False}, {'Id': 1849272, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1849273, 'Description': 'G6', 'IsStart': True, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",333650
37,WHISPING ASPENS,7C+,"[{'Id': 1621950, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1621951, 'Description': 'B4', 'IsStart': True, 'IsEnd': False}, {'Id': 1621952, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1621953, 'Description': 'I15', 'IsStart': False, 'IsEnd': False}, {'Id': 1621954, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}, {'Id': 1621955, 'Description': 'J2', 'IsStart': False, 'IsEnd': False}, {'Id': 1621956, 'Description': 'K11', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",71428
