,Grade,number_of_holds,downwards_count,only_upwards_count,only_sideways_count,yellow_count,black_count,white_count,downwards_percent,black_percent,white_percent,yellow_percent,b_w_percent,only_upwards_percent,mean_distance_of_holds,last_move_diff,first_move_diff
361,7A,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,6.9398317421197095,0.6922269387917743,1.9838395371981643
362,7A,7,7,0,0,3,3,1,1.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.5714285714285714,0.0,6.637069787471496,0.902975036556984,2.070389493479885
363,7A,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,6.9016353694222525,0.6468000064097928,1.411161011334047
364,6C+,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,6.895349354489651,0.7070958967754022,1.724832945370453
365,6C+,8,7,0,1,1,4,3,0.875,0.5,0.375,0.125,0.875,0.0,7.350446609225849,0.8139872703507959,2.2565763985793925
366,6C+,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,6.926060310437011,0.6907981380137739,2.1994747524192606
367,6C+,7,7,0,0,0,1,6,1.0,0.1428571428571428,0.8571428571428571,0.0,1.0,0.0,6.863189062045324,0.7327857541919504,1.815281598294144
368,6C+,8,8,0,0,0,7,1,1.0,0.875,0.125,0.0,1.0,0.0,6.879055352603494,0.9579280281355128,2.145964381422187
369,6C+,9,8,1,0,0,6,3,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.0,1.0,0.1111111111111111,7.249269829392095,0.7357817127679956,2.2034963579498554
370,6C+,9,8,0,1,0,4,5,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.0,1.0,0.0,6.286699641485416,0.8139872703507959,1.7644453440915102
371,6C+,9,9,0,0,0,6,3,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,6.208003440260956,0.7509009677952047,1.163018779148608
372,6C+,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.959351435670521,0.9898938550834704,2.2972218505735453
373,6C+,7,7,0,0,0,6,1,1.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,7.110060779003321,1.0404043808715728,1.8197774591686988
374,6C+,9,7,2,0,0,5,4,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.0,1.0,0.2222222222222222,7.548721988056304,0.7231443910897984,1.982924343043026
375,6C+,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,6.095435677919557,0.7465997022816145,1.5950916018269914
376,6C+,7,6,0,1,0,4,3,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.0,1.0,0.0,6.961062501587255,0.7519465940423727,1.6268213599485104
377,6C+,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,7.172084724900246,1.0573095575671316,1.653562210530061
378,6C+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,7.298345586039886,1.0263763588677473,2.205962785187781
379,6C+,7,7,0,0,6,1,0,1.0,0.1428571428571428,0.0,0.8571428571428571,0.1428571428571429,0.0,6.0692206111003895,23.99452995847356,10.32590540956334
380,6C+,6,6,0,0,0,6,0,1.0,1.0,0.0,0.0,1.0,0.0,7.220613638955885,0.913451862352312,2.2323673193811064
381,6C+,7,6,1,0,0,0,7,0.8571428571428571,0.0,1.0,0.0,1.0,0.1428571428571428,6.81425000645226,1.2085509519600122,1.8023991362405984
382,6C+,8,8,0,0,1,2,5,1.0,0.25,0.625,0.125,0.875,0.0,6.405868996328256,20.818574467718893,1.58468736112034
383,6C+,8,8,0,0,1,2,5,1.0,0.25,0.625,0.125,0.875,0.0,6.644397747367323,20.818574467718893,1.3950820185955302
384,6C+,6,5,0,1,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.288008967866792,0.9863201788209384,1.2157483281235817
385,6C+,5,5,0,0,5,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.701960441832014,434.46822556058015,10.32590540956334
386,6C+,7,7,0,0,0,4,3,1.0,0.5714285714285714,0.4285714285714285,0.0,1.0,0.0,6.854054417367706,0.7577733432237037,1.4404311741015752
387,6C+,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,6.6444338927013655,0.6030660120435309,1.8044342566517664
388,6C+,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,8.44928885981906,1.024104683613137,2.1459668859919008
389,6C+,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.553393358026598,0.865790105611103,1.943220492990136
390,6C+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,7.022369195976205,0.730472414472068,1.869050398426964
391,6C+,6,6,0,0,0,1,5,1.0,0.1666666666666666,0.8333333333333334,0.0,1.0,0.0,6.954470394252485,1.2084539643047698,1.7644453440915102
392,6C+,8,8,0,0,1,4,3,1.0,0.5,0.375,0.125,0.875,0.0,6.827336988481428,1.750356408166225,2.081157513925324
393,6C+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.9001660806450245,0.8742310488654969,2.086295281842153
394,6C+,7,6,0,1,0,3,4,0.8571428571428571,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,6.41009379051878,0.7668952340178565,1.869050398426964
395,6C+,6,6,0,0,0,4,2,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,7.341881962958278,0.8498339427225251,1.7436453673661378
396,6C+,6,6,0,0,3,1,2,1.0,0.1666666666666666,0.3333333333333333,0.5,0.5,0.0,6.707511483848194,4.969807341066269,2.6113400521830834
397,6C+,8,8,0,0,0,5,3,1.0,0.625,0.375,0.0,1.0,0.0,6.547785042435216,1.0277443534335944,1.499288810060265
398,6C+,6,6,0,0,1,4,1,1.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.8333333333333334,0.0,6.849999900480177,16.087855066089354,1.87926230025682
399,6C+,7,7,0,0,0,2,5,1.0,0.2857142857142857,0.7142857142857143,0.0,1.0,0.0,6.942959097902758,0.913451862352312,1.411161011334047
400,6C+,8,7,1,0,0,4,4,0.875,0.5,0.5,0.0,1.0,0.125,7.433839522392541,0.7070958967754024,2.070389493479885
401,6C+,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,7.937518686583261,0.7701485952821977,1.869050398426964
402,6C+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.430471388040386,0.7831145073060829,2.500887760747549
403,6C+,7,7,0,0,3,3,1,1.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.5714285714285714,0.0,6.791257976083688,5.34552544589951,27.13036997453595
404,6C+,6,6,0,0,2,3,1,1.0,0.5,0.1666666666666666,0.3333333333333333,0.6666666666666667,0.0,6.607014957038706,136.84162219754603,1.3639011139053798
405,6C+,8,8,0,0,1,3,4,1.0,0.375,0.5,0.125,0.875,0.0,7.001561375602516,0.8777515710846894,5.465875675664977
406,6C+,7,5,2,0,1,2,4,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428572,0.2857142857142857,7.813662536619313,0.8977189277904363,11.729033624936044
407,6C+,8,8,0,0,1,5,2,1.0,0.625,0.25,0.125,0.875,0.0,6.30437543904762,0.7070958967754022,1.8197774591686988
408,6C+,6,6,0,0,1,2,3,1.0,0.3333333333333333,0.5,0.1666666666666666,0.8333333333333334,0.0,6.922335724991066,4.403164854767256,1.7857732418229062
409,6C+,9,9,0,0,3,1,5,1.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.6666666666666667,0.0,6.4268457569426,1.839769922271274,15.079303910533024
410,6C+,8,7,1,0,1,4,3,0.875,0.5,0.375,0.125,0.875,0.125,7.357571036861957,0.788515764492782,3.238451248716041
411,6C+,7,6,1,0,0,1,6,0.8571428571428571,0.1428571428571428,0.8571428571428571,0.0,1.0,0.1428571428571428,7.437656214429937,0.9898938550834704,2.886965399351365
412,6C+,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,7.212965734522427,0.986718185180726,1.8044342566517664
413,6C+,6,5,1,0,1,3,2,0.8333333333333334,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.1666666666666666,7.958889903458074,0.9898938550834704,2.544317218218997
414,6C+,6,5,1,0,0,4,2,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,1.0,0.1666666666666666,8.228211202998699,0.7231443910897984,2.372409758669048
415,6C,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,7.579582956613568,0.8652183617642485,1.9063019171586804
416,6C,8,8,0,0,0,8,0,1.0,1.0,0.0,0.0,1.0,0.0,6.372752711467837,0.6582661915364794,1.9357319134042963
417,6C,6,5,1,0,0,0,6,0.8333333333333334,0.0,1.0,0.0,1.0,0.1666666666666666,8.178563494683493,0.9013574499393556,2.266544145121964
418,6C,6,6,0,0,0,5,1,1.0,0.8333333333333334,0.1666666666666666,0.0,1.0,0.0,7.953381329059264,0.7317751712116616,2.025357512057228
419,6C,6,6,0,0,1,2,3,1.0,0.3333333333333333,0.5,0.1666666666666666,0.8333333333333334,0.0,6.803400409885014,1.1342536981726157,2.6113400521830834
420,6C,7,7,0,0,0,0,7,1.0,0.0,1.0,0.0,1.0,0.0,6.287447253025924,0.8171887753129045,1.411161011334047
421,6C,7,7,0,0,1,4,2,1.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.8571428571428572,0.0,6.816084369234496,0.6907981380137739,3.8265627371862623
422,6C,8,8,0,0,0,5,3,1.0,0.625,0.375,0.0,1.0,0.0,7.210444229453964,0.7831145073060829,2.2972218505735453
423,6C,6,6,0,0,0,4,2,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,6.712109454561256,1.0174092583651628,1.4404311741015752
424,6C,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,7.086387277609326,0.7231443910897984,1.8044342566517664
425,6C,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,7.35642446089633,0.7212654919317703,2.182097597972497
426,6C,5,5,0,0,0,2,3,1.0,0.4,0.6,0.0,1.0,0.0,6.967239701109338,1.1728048268576683,1.2157483281235817
427,6C,6,5,0,1,0,1,5,0.8333333333333334,0.1666666666666666,0.8333333333333334,0.0,1.0,0.0,6.790840823704674,0.8862567622683136,1.8459171279837592
428,6C,9,9,0,0,0,0,9,1.0,0.0,1.0,0.0,1.0,0.0,6.8924810255352105,0.6917600713386475,2.465776914454489
429,6C,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.274060004148227,0.8097951810379306,1.759507167517702
430,6C,5,5,0,0,0,3,2,1.0,0.6,0.4,0.0,1.0,0.0,7.325872732207612,1.0757915214924256,2.1408766893226816
431,6C,8,8,0,0,0,4,4,1.0,0.5,0.5,0.0,1.0,0.0,7.35698476802567,0.7450070803672414,1.5950916018269914
432,6C,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.018681055706089,0.8702648649697208,1.4404311741015752
433,6C,7,6,1,0,1,1,5,0.8571428571428571,0.1428571428571428,0.7142857142857143,0.1428571428571428,0.8571428571428572,0.1428571428571428,7.267019911390355,0.7070958967754024,2.544317218218997
434,6C,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,7.236556130495766,0.730472414472068,1.986432137913764
435,6C,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,5.974712618852884,0.7772973582366899,1.6632077218625585
436,6C,7,7,0,0,2,1,4,1.0,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,6.808707135610483,3.064770602967427,3.836396686445021
437,6C,7,7,0,0,0,0,7,1.0,0.0,1.0,0.0,1.0,0.0,7.047990992799573,1.0485457806830707,2.456557498250491
438,6C,8,8,0,0,0,5,3,1.0,0.625,0.375,0.0,1.0,0.0,7.157398179061844,0.7450070803672414,1.952774084839284
439,6C,7,6,0,1,0,0,7,0.8571428571428571,0.0,1.0,0.0,1.0,0.0,7.25101449374081,0.5837012180523169,1.411161011334047
440,6C,7,7,0,0,2,2,3,1.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0,6.86034976417062,2.6761026891536086,3.1705020772933423
441,6C,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,7.020337725826918,0.788515764492782,1.5729193636585672
442,6C,7,7,0,0,0,7,0,1.0,1.0,0.0,0.0,1.0,0.0,6.725010323749884,0.913451862352312,2.102911059404338
443,6C,8,8,0,0,1,7,0,1.0,0.875,0.0,0.125,0.875,0.0,6.738040646051561,0.7946224763595819,10.883262775861262
444,6C,6,6,0,0,0,6,0,1.0,1.0,0.0,0.0,1.0,0.0,7.270096914119984,0.748671830463644,1.151155660033936
445,6C,7,6,1,0,1,1,5,0.8571428571428571,0.1428571428571428,0.7142857142857143,0.1428571428571428,0.8571428571428572,0.1428571428571428,7.449363127891699,5.158638855085357,1.9765666740623185
446,6C,8,8,0,0,1,2,5,1.0,0.25,0.625,0.125,0.875,0.0,6.776186410594093,0.8547999367527116,1.8968062093090208
447,6C,7,7,0,0,1,2,4,1.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428572,0.0,5.936276646621495,0.9363843242932518,1.7436453673661378
448,6C,7,7,0,0,0,0,7,1.0,0.0,1.0,0.0,1.0,0.0,6.973961717247268,0.8617488014207305,1.8023991362405984
449,6C,5,5,0,0,0,5,0,1.0,1.0,0.0,0.0,1.0,0.0,7.829489694386879,1.0404043808715728,1.943220492990136
450,6C,8,8,0,0,2,4,2,1.0,0.5,0.25,0.25,0.75,0.0,6.987678310826083,0.7935266145121455,3.633577605354133
451,6B+,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,6.539622160351017,0.74174690074193,1.8814200712845024
452,7A,5,5,0,0,0,2,3,1.0,0.4,0.6,0.0,1.0,0.0,6.879538702610425,1.2443939150003152,1.6632077218625585
453,6C+,6,6,0,0,1,5,0,1.0,0.8333333333333334,0.0,0.1666666666666666,0.8333333333333334,0.0,7.850169118669017,0.9017193963210388,9.81962973235712
454,6B+,9,9,0,0,0,3,6,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,5.544387193913594,0.5401464440760957,1.4404311741015752
455,6B+,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,6.555662598374662,0.7647726682121038,1.832401412190867
456,6C+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.418356215079664,0.6917600713386475,1.4404311741015752
457,6B+,12,12,0,0,1,5,6,1.0,0.4166666666666667,0.5,0.0833333333333333,0.9166666666666666,0.0,6.912432484200897,0.457356670603867,5.331754477290598
458,6B+,10,10,0,0,0,2,8,1.0,0.2,0.8,0.0,1.0,0.0,5.917970298566086,0.6984130011691569,1.724832945370453
459,7A+,7,7,0,0,1,4,2,1.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.8571428571428572,0.0,6.4713407744263,0.980319917950949,3.539741484632182
460,6B+,9,8,1,0,0,1,8,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.0,1.0,0.1111111111111111,7.057670591200918,0.6299257594810446,1.9964868706506247
461,6C,9,9,0,0,0,0,9,1.0,0.0,1.0,0.0,1.0,0.0,6.8924810255352105,0.6917600713386475,2.465776914454489
462,6C,6,6,0,0,0,3,3,1.0,0.5,0.5,0.0,1.0,0.0,7.14701214564145,0.8781749134091814,1.8044342566517664
463,6C,8,8,0,0,0,6,2,1.0,0.75,0.25,0.0,1.0,0.0,6.110581934202229,0.7284506575224505,1.7349897117949438
464,7A,7,6,0,1,0,0,7,0.8571428571428571,0.0,1.0,0.0,1.0,0.0,7.189368571293696,0.5837012180523169,1.7436453673661378
465,6B+,8,7,1,0,0,3,5,0.875,0.375,0.625,0.0,1.0,0.125,7.48302772181151,0.7351246407721063,1.7436453673661378
466,6B+,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,7.097831113160633,0.9706693244884584,1.411161011334047
467,6B+,10,9,1,0,0,0,10,0.9,0.0,1.0,0.0,1.0,0.1,7.135394029138937,0.6917600713386475,2.266544145121964
468,6B+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.546486316474381,0.8086691129064539,2.0419278665672382
469,6B+,11,11,0,0,0,5,6,1.0,0.4545454545454545,0.5454545454545454,0.0,1.0,0.0,6.354433600456382,0.6533306550242953,1.4945924741263403
470,6B+,7,6,1,0,0,3,4,0.8571428571428571,0.4285714285714285,0.5714285714285714,0.0,1.0,0.1428571428571428,7.456814979240585,0.8026315685865341,1.7436453673661378
471,6B+,11,11,0,0,0,4,7,1.0,0.3636363636363636,0.6363636363636364,0.0,1.0,0.0,5.195401315594042,0.6229362175483244,1.4404311741015752
472,6B+,10,10,0,0,1,5,4,1.0,0.5,0.4,0.1,0.9,0.0,6.464662501530001,2.3422700214262893,1.7852284967135117
473,6B+,13,12,1,0,0,7,6,0.9230769230769232,0.5384615384615384,0.4615384615384615,0.0,1.0,0.0769230769230769,6.612636807221883,0.5401464440760957,1.8987594496304616
474,6B+,10,9,1,0,0,3,7,0.9,0.3,0.7,0.0,1.0,0.1,6.701624234313436,0.6229362175483244,1.834466357381446
475,6B+,9,9,0,0,0,5,4,1.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.0,5.71596937703054,0.6130515125522963,1.4404311741015752
476,6B+,10,10,0,0,0,4,6,1.0,0.4,0.6,0.0,1.0,0.0,5.684063217414182,0.4067553941287473,1.4404311741015752
477,6B+,11,10,1,0,0,3,8,0.9090909090909092,0.2727272727272727,0.7272727272727273,0.0,1.0,0.0909090909090909,6.25645324696351,0.5401464440760957,1.411161011334047
478,7A,8,8,0,0,0,4,4,1.0,0.5,0.5,0.0,1.0,0.0,6.06123733837243,0.6153701874484846,1.5337318394720958
479,6B+,7,7,0,0,0,4,3,1.0,0.5714285714285714,0.4285714285714285,0.0,1.0,0.0,6.00405197304372,0.7755589114992182,1.4404311741015752
480,6B+,11,11,0,0,0,11,0,1.0,1.0,0.0,0.0,1.0,0.0,6.366174701112099,0.6860350059058004,2.1408766893226816
481,6B+,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,5.792893903739486,0.6502393226135978,1.4404311741015752
482,6B+,12,11,1,0,0,2,10,0.9166666666666666,0.1666666666666666,0.8333333333333334,0.0,1.0,0.0833333333333333,6.257763421331633,0.5755905932314592,1.411161011334047
483,6B+,8,7,1,0,0,3,5,0.875,0.375,0.625,0.0,1.0,0.125,7.424608383667703,0.8547999367527116,2.094283510738271
484,6C,8,8,0,0,0,3,5,1.0,0.375,0.625,0.0,1.0,0.0,6.815913275656767,0.8160617923396546,1.993379376677064
485,6B+,9,8,1,0,0,2,7,0.8888888888888888,0.2222222222222222,0.7777777777777778,0.0,1.0,0.1111111111111111,7.910400255782033,0.5755905932314592,1.7436453673661378
486,6C,8,8,0,0,0,4,4,1.0,0.5,0.5,0.0,1.0,0.0,7.249006339168239,0.7231443910897984,1.993379376677064
487,6B+,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.671938646381941,0.7500319068145587,1.411161011334047
488,6C,7,6,0,1,1,0,6,0.8571428571428571,0.0,0.8571428571428571,0.1428571428571428,0.8571428571428572,0.0,6.8420132255410655,0.902975036556984,1.411161011334047
489,7B+,7,6,1,0,7,0,0,0.8571428571428571,0.0,0.0,1.0,0.0,0.1428571428571428,6.851154026850387,528.8076458973869,184.98631953361053
490,6B+,7,7,0,0,2,2,3,1.0,0.2857142857142857,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0,6.176091826516107,0.6502393226135978,2.247866935971925
491,7C,6,6,0,0,3,3,0,1.0,0.5,0.0,0.5,0.5,0.0,6.6362386624457175,1.5622268800099153,2.4740753245720724
492,7B,8,7,1,0,3,3,2,0.875,0.375,0.25,0.375,0.625,0.125,7.024196533641861,0.7807566738087635,35.504412102208576
493,6C,8,8,0,0,0,0,8,1.0,0.0,1.0,0.0,1.0,0.0,6.901367473718033,0.7070958967754024,1.993379376677064
494,7A,8,8,0,0,6,0,2,1.0,0.0,0.25,0.75,0.25,0.0,5.870615748834626,10.14972036851008,2.247866935971925
495,6B+,7,7,0,0,0,0,7,1.0,0.0,1.0,0.0,1.0,0.0,6.046145340288468,0.8086691129064539,1.151155660033936
496,7B+,6,6,0,0,6,0,0,1.0,0.0,0.0,1.0,0.0,0.0,6.751216898067654,613.4006052299316,19.02194199215512
497,7A,8,8,0,0,0,4,4,1.0,0.5,0.5,0.0,1.0,0.0,6.273344051165197,0.4061897766771252,1.954395803572244
498,7A,7,6,1,0,3,2,2,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.1428571428571428,7.502351914078848,11.601956518919932,12.472387806211865
499,6B+,8,8,0,0,0,1,7,1.0,0.125,0.875,0.0,1.0,0.0,7.066302629925056,0.7070958967754022,1.9203976864677
500,6C,9,9,0,0,0,5,4,1.0,0.5555555555555556,0.4444444444444444,0.0,1.0,0.0,6.26283454251768,0.990674287483152,1.5950916018269914
501,7C,6,6,0,0,5,1,0,1.0,0.1666666666666666,0.0,0.8333333333333334,0.1666666666666666,0.0,6.858260273214503,20.037205531471148,19.02194199215512
502,7C,7,7,0,0,2,1,4,1.0,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,6.958128734272092,3.661110202855216,2.524174953354079
503,7A,7,7,0,0,0,1,6,1.0,0.1428571428571428,0.8571428571428571,0.0,1.0,0.0,6.516112759147331,0.8838038349123144,1.411161011334047
504,6C,9,8,1,0,0,7,2,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.0,1.0,0.1111111111111111,6.235677196550864,0.8640051530809643,2.077045174781674
505,7B+,9,9,0,0,2,6,1,1.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.0,6.4505243307498645,0.8781749134091814,6.133662175700918
506,7C,7,5,1,1,1,2,4,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428572,0.1428571428571428,8.254398004954897,0.959602499258599,1.7436453673661378
507,6C+,8,8,0,0,8,0,0,1.0,0.0,0.0,1.0,0.0,0.0,5.874472674532937,76.4515771131755,5.284436764563025
508,7C,6,6,0,0,3,2,1,1.0,0.3333333333333333,0.1666666666666666,0.5,0.5,0.0,7.21440654614508,26.14806234125885,2.264948694291001
509,7A,6,6,0,0,0,1,5,1.0,0.1666666666666666,0.8333333333333334,0.0,1.0,0.0,6.854006304162655,0.8547999367527116,1.7436453673661378
510,6B+,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.399611541542768,0.8547999367527116,1.8044342566517664
511,6B+,8,8,0,0,0,3,5,1.0,0.375,0.625,0.0,1.0,0.0,6.360358792868424,0.8547999367527116,2.1243230784120763
512,7A,8,8,0,0,2,2,4,1.0,0.25,0.5,0.25,0.75,0.0,5.864729868037837,1.224203543215385,1.5359230231331509
513,6B+,7,7,0,0,0,1,6,1.0,0.1428571428571428,0.8571428571428571,0.0,1.0,0.0,6.990801000357325,0.9183090821427422,2.081157513925324
514,7A,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,6.75270974393743,0.7957289846123424,1.5337318394720958
515,6B+,9,9,0,0,0,2,7,1.0,0.2222222222222222,0.7777777777777778,0.0,1.0,0.0,5.9059479285863965,0.7766299599127284,1.4404311741015752
516,6C+,6,6,0,0,1,3,2,1.0,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.0,6.700130597756694,10.807382218450163,1.8044342566517664
517,6C+,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.564082875884892,1.2084539643047698,1.7644453440915102
518,7B+,8,7,1,0,4,3,1,0.875,0.375,0.125,0.5,0.5,0.125,6.811560792356949,1.8637122928289265,98.5678780842212
519,6B+,8,8,0,0,1,2,5,1.0,0.25,0.625,0.125,0.875,0.0,6.744594612857303,0.6872845862937602,2.56663426138032
520,7A+,7,7,0,0,1,2,4,1.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.8571428571428572,0.0,6.832007058667922,5.34552544589951,1.9304868216454256
521,7C,6,6,0,0,0,2,4,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,7.230432737060913,0.8617488014207305,2.366016232020613
522,6C+,9,9,0,0,0,7,2,1.0,0.7777777777777778,0.2222222222222222,0.0,1.0,0.0,6.7094955373752585,0.7831145073060829,2.0185362119712926
523,7B,8,7,1,0,0,4,4,0.875,0.5,0.5,0.0,1.0,0.125,6.879121856115513,0.9357054801776202,1.6560838027357656
524,7A,7,7,0,0,0,4,3,1.0,0.5714285714285714,0.4285714285714285,0.0,1.0,0.0,6.910360709533594,0.8850243697823312,1.9020284583378
525,7B,8,7,1,0,3,2,3,0.875,0.25,0.375,0.375,0.625,0.125,7.770902484837878,19.12884715929774,5.541609484316711
526,6C,5,5,0,0,0,1,4,1.0,0.2,0.8,0.0,1.0,0.0,6.662885795580505,0.765828820801984,1.8044342566517664
527,6B+,8,7,1,0,0,2,6,0.875,0.25,0.75,0.0,1.0,0.125,7.532231079303639,0.8160617923396546,1.834466357381446
528,6B+,9,8,1,0,2,4,3,0.8888888888888888,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.1111111111111111,7.308912168811378,0.7852879794296131,8.897793226990892
529,7C,5,5,0,0,0,1,4,1.0,0.2,0.8,0.0,1.0,0.0,8.255606808748395,1.109529901337549,2.1408766893226816
530,6B+,8,8,0,0,0,3,5,1.0,0.375,0.625,0.0,1.0,0.0,6.744009698684371,1.0385490283943073,1.724832945370453
531,7A,7,7,0,0,0,3,4,1.0,0.4285714285714285,0.5714285714285714,0.0,1.0,0.0,6.04306340197013,0.7874283243962363,1.7066377302990074
532,7C,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,8.580420206690121,1.1809957185478233,2.1914784913986574
533,7C,6,4,1,1,0,5,1,0.6666666666666666,0.8333333333333334,0.1666666666666666,0.0,1.0,0.1666666666666666,7.416724662835656,0.8764259396129228,1.653562210530061
534,7C,8,6,2,0,5,2,1,0.75,0.25,0.125,0.625,0.375,0.25,7.855928300441062,14.354907933106674,9.28357043666745
535,7A,6,6,0,0,0,0,6,1.0,0.0,1.0,0.0,1.0,0.0,6.253556599392789,0.8848576351941752,1.8023991362405984
536,7C,8,7,1,0,1,3,4,0.875,0.375,0.5,0.125,0.875,0.125,7.279515789639538,1.1195960410524022,2.111095403236159
537,7C,7,7,0,0,0,5,2,1.0,0.7142857142857143,0.2857142857142857,0.0,1.0,0.0,7.196423979749948,1.2647893475691796,2.084204603840534
538,7A+,6,5,1,0,0,2,4,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,1.0,0.1666666666666666,8.363110347743213,1.0302528139853324,2.05582002689632
539,6B+,6,6,0,0,1,3,2,1.0,0.5,0.3333333333333333,0.1666666666666666,0.8333333333333334,0.0,7.297167600970093,13.818544231896766,1.943220492990136
540,7A,8,8,0,0,0,2,6,1.0,0.25,0.75,0.0,1.0,0.0,6.02509809276155,0.6145215319793313,1.5359230231331509
